name,type,variable_description,variable,value,annotation,year,date,geography_id,change_rate
"LeChee CDP, Arizona",place,Median Household Income,B19013_001E,56667.0,,2014,2014-12-31,1600000US0440415,-9.47185123650074
"Leupp CDP, Arizona",place,Median Household Income,B19013_001E,29485.0,,2014,2014-12-31,1600000US0440630,11.264150943396235
"Linden CDP, Arizona",place,Median Household Income,B19013_001E,48272.0,,2014,2014-12-31,1600000US0441085,-4.2545173255052795
"Litchfield Park city, Arizona",place,Median Household Income,B19013_001E,76290.0,,2014,2014-12-31,1600000US0441330,-1.537151043481633
"Littlefield CDP, Arizona",place,Median Household Income,B19013_001E,90250.0,,2014,2014-12-31,1600000US0441470,119.1065792668123
"Littletown CDP, Arizona",place,Median Household Income,B19013_001E,40859.0,,2014,2014-12-31,1600000US0441540,13.393278383703835
"Lower Santan Village CDP, Arizona",place,Median Household Income,B19013_001E,10357.0,,2014,2014-12-31,1600000US0442460,-8.781046327285535
"Low Mountain CDP, Arizona",place,Median Household Income,B19013_001E,19000.0,,2014,2014-12-31,1600000US0442590,-21.38039475317581
"Lukachukai CDP, Arizona",place,Median Household Income,B19013_001E,27917.0,,2014,2014-12-31,1600000US0442660,0.8598576538169755
"Lupton CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0442940,0.0
"McConnico CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0443150,0.0
"McNary CDP, Arizona",place,Median Household Income,B19013_001E,30625.0,,2014,2014-12-31,1600000US0443430,1.4778488352828134
"McNeal CDP, Arizona",place,Median Household Income,B19013_001E,40682.0,,2014,2014-12-31,1600000US0443570,47.93454545454545
"Maish Vaya CDP, Arizona",place,Median Household Income,B19013_001E,19500.0,,2014,2014-12-31,1600000US0443920,6.365570283096057
"Mammoth town, Arizona",place,Median Household Income,B19013_001E,39297.0,,2014,2014-12-31,1600000US0443990,-14.745953920249919
"Many Farms CDP, Arizona",place,Median Household Income,B19013_001E,51750.0,,2014,2014-12-31,1600000US0444200,5.612244897959172
"Marana town, Arizona",place,Median Household Income,B19013_001E,74817.0,,2014,2014-12-31,1600000US0444270,2.2802772423409667
"Maricopa city, Arizona",place,Median Household Income,B19013_001E,65214.0,,2014,2014-12-31,1600000US0444410,-1.4388054287700625
"Maricopa Colony CDP, Arizona",place,Median Household Income,B19013_001E,24375.0,,2014,2014-12-31,1600000US0444450,64.99695390238949
"Martinez Lake CDP, Arizona",place,Median Household Income,B19013_001E,56875.0,,2014,2014-12-31,1600000US0444830,-100.0085312500085
"Mayer CDP, Arizona",place,Median Household Income,B19013_001E,28679.0,,2014,2014-12-31,1600000US0445180,52.23207176601729
"Mead Ranch CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0445275,0.0
"Meadview CDP, Arizona",place,Median Household Income,B19013_001E,22014.0,,2014,2014-12-31,1600000US0445285,-12.93652363061103
"Mesa city, Arizona",place,Median Household Income,B19013_001E,48259.0,,2014,2014-12-31,1600000US0446000,-0.5932395410632951
"Mesa del Caballo CDP, Arizona",place,Median Household Income,B19013_001E,29063.0,,2014,2014-12-31,1600000US0446005,-2.3420698924731203
"Mescal CDP, Arizona",place,Median Household Income,B19013_001E,53036.0,,2014,2014-12-31,1600000US0446070,3.685167445406745
"Mesquite Creek CDP, Arizona",place,Median Household Income,B19013_001E,41417.0,,2014,2014-12-31,1600000US0446087,2.264197530864198
"Miami town, Arizona",place,Median Household Income,B19013_001E,45268.0,,2014,2014-12-31,1600000US0446350,12.366578960432895
"Miracle Valley CDP, Arizona",place,Median Household Income,B19013_001E,38086.0,,2014,2014-12-31,1600000US0446840,2.8906418845904502
"Moccasin CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0447190,0.0
"Moenkopi CDP, Arizona",place,Median Household Income,B19013_001E,47500.0,,2014,2014-12-31,1600000US0447330,-0.6546336770334449
"Mohave Valley CDP, Arizona",place,Median Household Income,B19013_001E,50354.0,,2014,2014-12-31,1600000US0447400,-3.6471488710294713
"Mojave Ranch Estates CDP, Arizona",place,Median Household Income,B19013_001E,47500.0,,2014,2014-12-31,1600000US0447495,8.571428571428562
"Morenci CDP, Arizona",place,Median Household Income,B19013_001E,63839.0,,2014,2014-12-31,1600000US0447610,8.897531685515926
"Morristown CDP, Arizona",place,Median Household Income,B19013_001E,40417.0,,2014,2014-12-31,1600000US0447750,5.4365690136436
"Mountainaire CDP, Arizona",place,Median Household Income,B19013_001E,69107.0,,2014,2014-12-31,1600000US0447820,5.000303877476608
"Munds Park CDP, Arizona",place,Median Household Income,B19013_001E,50625.0,,2014,2014-12-31,1600000US0448170,88.04323601515489
"Naco CDP, Arizona",place,Median Household Income,B19013_001E,37599.0,,2014,2014-12-31,1600000US0448310,-0.5396397111340323
"Nazlini CDP, Arizona",place,Median Household Income,B19013_001E,31250.0,,2014,2014-12-31,1600000US0449010,0.6700599188196543
"Nelson CDP, Arizona",place,Median Household Income,B19013_001E,38810.0,,2014,2014-12-31,1600000US0449100,1.14672921553296
"New Kingman-Butler CDP, Arizona",place,Median Household Income,B19013_001E,25701.0,,2014,2014-12-31,1600000US0449270,-0.7223423980222465
"New River CDP, Arizona",place,Median Household Income,B19013_001E,76022.0,,2014,2014-12-31,1600000US0449360,1.7043934285867255
"Nogales city, Arizona",place,Median Household Income,B19013_001E,27567.0,,2014,2014-12-31,1600000US0449640,4.68613526753503
"Nolic CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0449710,0.0
"North Fork CDP, Arizona",place,Median Household Income,B19013_001E,45446.0,,2014,2014-12-31,1600000US0450000,-3.7813346883468815
"Nutrioso CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0450340,0.0
"Oak Springs CDP, Arizona",place,Median Household Income,B19013_001E,37917.0,,2014,2014-12-31,1600000US0450480,-2.149677419354834
"Oatman CDP, Arizona",place,Median Household Income,B19013_001E,4560.0,,2014,2014-12-31,1600000US0450620,-0.3278688524590123
"Oljato-Monument Valley CDP, Arizona",place,Median Household Income,B19013_001E,20833.0,,2014,2014-12-31,1600000US0451142,-3.385428743681307
"Oracle CDP, Arizona",place,Median Household Income,B19013_001E,53053.0,,2014,2014-12-31,1600000US0451180,1.8194031282986245
"Orange Grove Mobile Manor CDP, Arizona",place,Median Household Income,B19013_001E,18945.0,,2014,2014-12-31,1600000US0451465,-32.09677419354839
"Oro Valley town, Arizona",place,Median Household Income,B19013_001E,74480.0,,2014,2014-12-31,1600000US0451600,3.5163307852675407
"Oxbow Estates CDP, Arizona",place,Median Household Income,B19013_001E,51544.0,,2014,2014-12-31,1600000US0451775,77.65829111088135
"Padre Ranchitos CDP, Arizona",place,Median Household Income,B19013_001E,120717.0,,2014,2014-12-31,1600000US0451800,2.0724468570848757
"Page city, Arizona",place,Median Household Income,B19013_001E,54208.0,,2014,2014-12-31,1600000US0451810,-12.210921811232755
"Palominas CDP, Arizona",place,Median Household Income,B19013_001E,17386.0,,2014,2014-12-31,1600000US0452230,-63.92496991326722
"Paradise Valley town, Arizona",place,Median Household Income,B19013_001E,134097.0,,2014,2014-12-31,1600000US0452930,6.527645376549085
"Parker town, Arizona",place,Median Household Income,B19013_001E,44797.0,,2014,2014-12-31,1600000US0453070,9.471909288629307
"Parker Strip CDP, Arizona",place,Median Household Income,B19013_001E,52159.0,,2014,2014-12-31,1600000US0453210,13.19718737792439
"Parks CDP, Arizona",place,Median Household Income,B19013_001E,54148.0,,2014,2014-12-31,1600000US0453350,15.09831012860028
"Patagonia town, Arizona",place,Median Household Income,B19013_001E,22000.0,,2014,2014-12-31,1600000US0453490,-31.290796089821672
"Paulden CDP, Arizona",place,Median Household Income,B19013_001E,45590.0,,2014,2014-12-31,1600000US0453560,1.1066509946552558
"Payson town, Arizona",place,Median Household Income,B19013_001E,42987.0,,2014,2014-12-31,1600000US0453700,-3.7482367165983743
"Peach Springs CDP, Arizona",place,Median Household Income,B19013_001E,36250.0,,2014,2014-12-31,1600000US0453770,-1.6949152542372836
"Peeples Valley CDP, Arizona",place,Median Household Income,B19013_001E,42083.0,,2014,2014-12-31,1600000US0453910,14.272137290574857
"Peoria city, Arizona",place,Median Household Income,B19013_001E,63025.0,,2014,2014-12-31,1600000US0454050,1.6319158886040075
"Peridot CDP, Arizona",place,Median Household Income,B19013_001E,38516.0,,2014,2014-12-31,1600000US0454190,-7.896121287483861
"Phoenix city, Arizona",place,Median Household Income,B19013_001E,46881.0,,2014,2014-12-31,1600000US0455000,-0.5473175077960968
"Picacho CDP, Arizona",place,Median Household Income,B19013_001E,35625.0,,2014,2014-12-31,1600000US0455210,26.66666666666666
"Picture Rocks CDP, Arizona",place,Median Household Income,B19013_001E,54583.0,,2014,2014-12-31,1600000US0455300,-3.271367559233729
"Pima town, Arizona",place,Median Household Income,B19013_001E,45852.0,,2014,2014-12-31,1600000US0455560,2.8463764215059584
"Pimaco Two CDP, Arizona",place,Median Household Income,B19013_001E,32500.0,,2014,2014-12-31,1600000US0455575,-6.887462754985108
"Pinal CDP, Arizona",place,Median Household Income,B19013_001E,40114.0,,2014,2014-12-31,1600000US0455630,-34.95062188853033
"Pine CDP, Arizona",place,Median Household Income,B19013_001E,61328.0,,2014,2014-12-31,1600000US0455700,-0.3817227880382745
"Pinedale CDP, Arizona",place,Median Household Income,B19013_001E,58250.0,,2014,2014-12-31,1600000US0455840,4.1722553069728265
"Pine Lake CDP, Arizona",place,Median Household Income,B19013_001E,17250.0,,2014,2014-12-31,1600000US0455845,3.262496258605218
"Pinetop Country Club CDP, Arizona",place,Median Household Income,B19013_001E,64269.0,,2014,2014-12-31,1600000US0455880,4.5381349729175735
"Pinetop-Lakeside town, Arizona",place,Median Household Income,B19013_001E,63688.0,,2014,2014-12-31,1600000US0455980,1.6714292555993768
"Pinion Pines CDP, Arizona",place,Median Household Income,B19013_001E,69338.0,,2014,2014-12-31,1600000US0455983,-0.10660980810234257
"Pinon CDP, Arizona",place,Median Household Income,B19013_001E,35000.0,,2014,2014-12-31,1600000US0456120,-7.11006130735954
"Pirtleville CDP, Arizona",place,Median Household Income,B19013_001E,16071.0,,2014,2014-12-31,1600000US0456400,-10.448010698762957
"Pisinemo CDP, Arizona",place,Median Household Income,B19013_001E,21250.0,,2014,2014-12-31,1600000US0456470,-24.107142857142858
"Poston CDP, Arizona",place,Median Household Income,B19013_001E,22917.0,,2014,2014-12-31,1600000US0457170,1.4206054168879545
"Prescott city, Arizona",place,Median Household Income,B19013_001E,45190.0,,2014,2014-12-31,1600000US0457380,2.184334298118662
"Prescott Valley town, Arizona",place,Median Household Income,B19013_001E,42973.0,,2014,2014-12-31,1600000US0457450,0.2542926465098905
"Quartzsite town, Arizona",place,Median Household Income,B19013_001E,40963.0,,2014,2014-12-31,1600000US0458010,14.780878726742873
"Queen Creek town, Arizona",place,Median Household Income,B19013_001E,83809.0,,2014,2014-12-31,1600000US0458150,0.1278344603474313
"Queen Valley CDP, Arizona",place,Median Household Income,B19013_001E,33750.0,,2014,2014-12-31,1600000US0458290,5.752961082910324
"Rainbow City CDP, Arizona",place,Median Household Income,B19013_001E,38750.0,,2014,2014-12-31,1600000US0458620,12.612612612612615
"Rancho Mesa Verde CDP, Arizona",place,Median Household Income,B19013_001E,21875.0,,2014,2014-12-31,1600000US0458870,-7.336806879315461
"Red Mesa CDP, Arizona",place,Median Household Income,B19013_001E,47625.0,,2014,2014-12-31,1600000US0459550,-2.557544757033248
"Red Rock CDP (Apache County), Arizona",place,Median Household Income,B19013_001E,22188.0,,2014,2014-12-31,1600000US0459690,3.7355650100519
"Red Rock CDP (Pinal County), Arizona",place,Median Household Income,B19013_001E,56635.0,,2014,2014-12-31,1600000US0459760,-1.6565663581586731
"Rillito CDP, Arizona",place,Median Household Income,B19013_001E,9409.0,,2014,2014-12-31,1600000US0459900,-0.42332521959995706
"Rincon Valley CDP, Arizona",place,Median Household Income,B19013_001E,86935.0,,2014,2014-12-31,1600000US0460120,3.860030583962537
"Rio Rico CDP, Arizona",place,Median Household Income,B19013_001E,50754.0,,2014,2014-12-31,1600000US0460180,6.579030259759344
"Rio Verde CDP, Arizona",place,Median Household Income,B19013_001E,101417.0,,2014,2014-12-31,1600000US0460250,1.9481498607746284
"Rock House CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0460770,0.0
"Rock Point CDP, Arizona",place,Median Household Income,B19013_001E,27188.0,,2014,2014-12-31,1600000US0460880,-0.3262822157861889
"Roosevelt CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0461300,0.0
"Rough Rock CDP, Arizona",place,Median Household Income,B19013_001E,43500.0,,2014,2014-12-31,1600000US0461370,26.70025922581773
"Round Rock CDP, Arizona",place,Median Household Income,B19013_001E,28125.0,,2014,2014-12-31,1600000US0461440,-2.7018612052861046
"Round Valley CDP, Arizona",place,Median Household Income,B19013_001E,80278.0,,2014,2014-12-31,1600000US0461448,8.138908346354867
"Rye CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0461690,0.0
"Sacate Village CDP, Arizona",place,Median Household Income,B19013_001E,26667.0,,2014,2014-12-31,1600000US0461715,19.765561843168953
"Sacaton CDP, Arizona",place,Median Household Income,B19013_001E,27431.0,,2014,2014-12-31,1600000US0461720,-0.9997112747221036
"Sacaton Flats Village CDP, Arizona",place,Median Household Income,B19013_001E,23750.0,,2014,2014-12-31,1600000US0461800,-15.178571428571429
"Saddlebrooke CDP, Arizona",place,Median Household Income,B19013_001E,68821.0,,2014,2014-12-31,1600000US0461940,4.557815894623296
"Safford city, Arizona",place,Median Household Income,B19013_001E,46140.0,,2014,2014-12-31,1600000US0462000,8.134711382971238
"Sahuarita town, Arizona",place,Median Household Income,B19013_001E,65183.0,,2014,2014-12-31,1600000US0462140,1.482150363531631
"St. David CDP, Arizona",place,Median Household Income,B19013_001E,36758.0,,2014,2014-12-31,1600000US0462280,34.48704814869017
"St. Johns city, Arizona",place,Median Household Income,B19013_001E,36686.0,,2014,2014-12-31,1600000US0462350,3.9528491683431977
"St. Johns CDP, Arizona",place,Median Household Income,B19013_001E,17344.0,,2014,2014-12-31,1600000US0462362,-44.4992
"St. Michaels CDP, Arizona",place,Median Household Income,B19013_001E,46724.0,,2014,2014-12-31,1600000US0462420,2.7849883408860965
"Salome CDP, Arizona",place,Median Household Income,B19013_001E,32153.0,,2014,2014-12-31,1600000US0462700,-10.302404731350777
"San Carlos CDP, Arizona",place,Median Household Income,B19013_001E,25986.0,,2014,2014-12-31,1600000US0462910,5.707196029776673
"Sanders CDP, Arizona",place,Median Household Income,B19013_001E,16250.0,,2014,2014-12-31,1600000US0463050,-20.00196918229705
"San Jose CDP, Arizona",place,Median Household Income,B19013_001E,44844.0,,2014,2014-12-31,1600000US0463260,2.015560307566311
"San Luis city, Arizona",place,Median Household Income,B19013_001E,31064.0,,2014,2014-12-31,1600000US0463470,-1.6993133128698434
"San Manuel CDP, Arizona",place,Median Household Income,B19013_001E,42819.0,,2014,2014-12-31,1600000US0463540,4.477357017372642
"San Miguel CDP, Arizona",place,Median Household Income,B19013_001E,26528.0,,2014,2014-12-31,1600000US0463610,-6.795024945541428
"San Simon CDP, Arizona",place,Median Household Income,B19013_001E,34286.0,,2014,2014-12-31,1600000US0463820,-10.06950819672131
"Santa Cruz CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0463960,0.0
"San Tan Valley CDP, Arizona",place,Median Household Income,B19013_001E,59874.0,,2014,2014-12-31,1600000US0464210,4.432002511642508
"Santa Rosa CDP, Arizona",place,Median Household Income,B19013_001E,26650.0,,2014,2014-12-31,1600000US0464310,-3.9639639639639683
"Sawmill CDP, Arizona",place,Median Household Income,B19013_001E,28571.0,,2014,2014-12-31,1600000US0464590,47.46322580645162
"Scenic CDP, Arizona",place,Median Household Income,B19013_001E,30083.0,,2014,2014-12-31,1600000US0464650,15.784004310676615
"Scottsdale city, Arizona",place,Median Household Income,B19013_001E,72455.0,,2014,2014-12-31,1600000US0465000,0.41716328963050653
"Seba Dalkai CDP, Arizona",place,Median Household Income,B19013_001E,46250.0,,2014,2014-12-31,1600000US0465167,-16.541855387336017
"Second Mesa CDP, Arizona",place,Median Household Income,B19013_001E,31513.0,,2014,2014-12-31,1600000US0465280,19.41718140134148
"Sedona city, Arizona",place,Median Household Income,B19013_001E,50133.0,,2014,2014-12-31,1600000US0465350,3.4736842105263177
"Sehili CDP, Arizona",place,Median Household Income,B19013_001E,96250.0,,2014,2014-12-31,1600000US0465400,178.9855072463768
"Seligman CDP, Arizona",place,Median Household Income,B19013_001E,51500.0,,2014,2014-12-31,1600000US0465420,-0.8318570438265449
"Sells CDP, Arizona",place,Median Household Income,B19013_001E,31875.0,,2014,2014-12-31,1600000US0465490,-15.432983126392873
"Seven Mile CDP, Arizona",place,Median Household Income,B19013_001E,20391.0,,2014,2014-12-31,1600000US0465780,-2.351307346039655
"Shongopovi CDP, Arizona",place,Median Household Income,B19013_001E,40221.0,,2014,2014-12-31,1600000US0466190,0.5525000000000002
"Shonto CDP, Arizona",place,Median Household Income,B19013_001E,31319.0,,2014,2014-12-31,1600000US0466260,20.745624180738687
"Show Low city, Arizona",place,Median Household Income,B19013_001E,39795.0,,2014,2014-12-31,1600000US0466470,4.454302063100424
"Sierra Vista city, Arizona",place,Median Household Income,B19013_001E,58818.0,,2014,2014-12-31,1600000US0466820,-1.4707853122487236
"Sierra Vista Southeast CDP, Arizona",place,Median Household Income,B19013_001E,53593.0,,2014,2014-12-31,1600000US0466845,-1.2983903642859729
"Six Shooter Canyon CDP, Arizona",place,Median Household Income,B19013_001E,52552.0,,2014,2014-12-31,1600000US0467295,-1.7719626168224312
"Snowflake town, Arizona",place,Median Household Income,B19013_001E,60886.0,,2014,2014-12-31,1600000US0467800,1.1143402806609748
"So-Hi CDP, Arizona",place,Median Household Income,B19013_001E,23705.0,,2014,2014-12-31,1600000US0467920,-1.010564997703256
"Solomon CDP, Arizona",place,Median Household Income,B19013_001E,52422.0,,2014,2014-12-31,1600000US0468010,-0.01716541740572897
"Somerton city, Arizona",place,Median Household Income,B19013_001E,31178.0,,2014,2014-12-31,1600000US0468080,5.688135593220345
"Sonoita CDP, Arizona",place,Median Household Income,B19013_001E,70560.0,,2014,2014-12-31,1600000US0468220,8.952780951792727
"South Komelik CDP, Arizona",place,Median Household Income,B19013_001E,18309.0,,2014,2014-12-31,1600000US0468670,-2.3519999999999985
"South Tucson city, Arizona",place,Median Household Income,B19013_001E,23778.0,,2014,2014-12-31,1600000US0468850,3.983906940132065
"Springerville town, Arizona",place,Median Household Income,B19013_001E,39267.0,,2014,2014-12-31,1600000US0468990,-1.3193606755126708
"Spring Valley CDP, Arizona",place,Median Household Income,B19013_001E,46765.0,,2014,2014-12-31,1600000US0469060,56.11750959772992
"Stanfield CDP, Arizona",place,Median Household Income,B19013_001E,4589.0,,2014,2014-12-31,1600000US0469130,-100.00068835000069
"Star Valley town, Arizona",place,Median Household Income,B19013_001E,26436.0,,2014,2014-12-31,1600000US0469480,-3.1258016050423216
"Steamboat CDP, Arizona",place,Median Household Income,B19013_001E,24583.0,,2014,2014-12-31,1600000US0469585,0.8533333333333282
"Stotonic Village CDP, Arizona",place,Median Household Income,B19013_001E,16786.0,,2014,2014-12-31,1600000US0469872,16.14197744412924
"Strawberry CDP, Arizona",place,Median Household Income,B19013_001E,40052.0,,2014,2014-12-31,1600000US0470040,55.17415055596451
"Summerhaven CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0470175,0.0
"Summit CDP, Arizona",place,Median Household Income,B19013_001E,29167.0,,2014,2014-12-31,1600000US0470240,1.921934514449464
"Sun City CDP, Arizona",place,Median Household Income,B19013_001E,36464.0,,2014,2014-12-31,1600000US0470320,0.6875604031478577
"Sun City West CDP, Arizona",place,Median Household Income,B19013_001E,45157.0,,2014,2014-12-31,1600000US0470355,-1.1838592498577658
"Sunizona CDP, Arizona",place,Median Household Income,B19013_001E,26625.0,,2014,2014-12-31,1600000US0470460,-1.6910977365875324
"Sun Lakes CDP, Arizona",place,Median Household Income,B19013_001E,52937.0,,2014,2014-12-31,1600000US0470530,0.4154178838347456
"Sun Valley CDP, Arizona",place,Median Household Income,B19013_001E,13105.0,,2014,2014-12-31,1600000US0471160,-6.898266552998012
"Sunwest CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0471220,0.0
"Supai CDP, Arizona",place,Median Household Income,B19013_001E,43500.0,,2014,2014-12-31,1600000US0471230,20.0
"Superior town, Arizona",place,Median Household Income,B19013_001E,44095.0,,2014,2014-12-31,1600000US0471300,17.718511399434036
"Surprise city, Arizona",place,Median Household Income,B19013_001E,59094.0,,2014,2014-12-31,1600000US0471510,1.0931485758275628
"Sweet Water Village CDP, Arizona",place,Median Household Income,B19013_001E,52986.0,,2014,2014-12-31,1600000US0471642,-1.8014010897364652
"Swift Trail Junction CDP, Arizona",place,Median Household Income,B19013_001E,50326.0,,2014,2014-12-31,1600000US0471650,1.827084555773628
"Tacna CDP, Arizona",place,Median Household Income,B19013_001E,31813.0,,2014,2014-12-31,1600000US0471790,12.69616351978462
"Tanque Verde CDP, Arizona",place,Median Household Income,B19013_001E,95019.0,,2014,2014-12-31,1600000US0472000,1.7530144995823616
"Tat Momoli CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0472280,0.0
"Taylor town, Arizona",place,Median Household Income,B19013_001E,55032.0,,2014,2014-12-31,1600000US0472420,0.13100436681223734
"Teec Nos Pos CDP, Arizona",place,Median Household Income,B19013_001E,30417.0,,2014,2014-12-31,1600000US0472560,1.814225941422598
"Tees Toh CDP, Arizona",place,Median Household Income,B19013_001E,19688.0,,2014,2014-12-31,1600000US0472630,0.2290892429873237
"Tempe city, Arizona",place,Median Household Income,B19013_001E,48183.0,,2014,2014-12-31,1600000US0473000,0.5047871341857801
"Thatcher town, Arizona",place,Median Household Income,B19013_001E,52339.0,,2014,2014-12-31,1600000US0473420,4.471147128685193
"Theba CDP, Arizona",place,Median Household Income,B19013_001E,34688.0,,2014,2014-12-31,1600000US0473490,6.053564877094297
"Three Points CDP, Arizona",place,Median Household Income,B19013_001E,35683.0,,2014,2014-12-31,1600000US0473700,-2.1498889406860955
"Tolani Lake CDP, Arizona",place,Median Household Income,B19013_001E,23125.0,,2014,2014-12-31,1600000US0474120,-9.017586654601253
"Tolleson city, Arizona",place,Median Household Income,B19013_001E,34485.0,,2014,2014-12-31,1600000US0474190,7.109578829668273
"Tombstone city, Arizona",place,Median Household Income,B19013_001E,30268.0,,2014,2014-12-31,1600000US0474400,24.421424754388127
"Tonalea CDP, Arizona",place,Median Household Income,B19013_001E,37750.0,,2014,2014-12-31,1600000US0474470,8.827260147601468
"Tonopah CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0474540,0.0
"Tonto Basin CDP, Arizona",place,Median Household Income,B19013_001E,35734.0,,2014,2014-12-31,1600000US0474610,-3.9718370418144633
"Tonto Village CDP, Arizona",place,Median Household Income,B19013_001E,55938.0,,2014,2014-12-31,1600000US0474665,59.82285714285713
"Topawa CDP, Arizona",place,Median Household Income,B19013_001E,15357.0,,2014,2014-12-31,1600000US0474680,-56.334944555018474
"Topock CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0474750,0.0
"Top-of-the-World CDP, Arizona",place,Median Household Income,B19013_001E,78221.0,,2014,2014-12-31,1600000US0474820,3.3917123785605736
"Toyei CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2014,2014-12-31,1600000US0475310,0.0
"Truxton CDP, Arizona",place,Median Household Income,B19013_001E,30875.0,,2014,2014-12-31,1600000US0475590,1.7063609711104544
"Tsaile CDP, Arizona",place,Median Household Income,B19013_001E,29659.0,,2014,2014-12-31,1600000US0475660,-3.3184470450174364
"Tubac CDP, Arizona",place,Median Household Income,B19013_001E,50227.0,,2014,2014-12-31,1600000US0475940,-10.33454727220794
"Tuba City CDP, Arizona",place,Median Household Income,B19013_001E,50488.0,,2014,2014-12-31,1600000US0476010,-1.2845830481963083
"Tucson city, Arizona",place,Median Household Income,B19013_001E,37149.0,,2014,2014-12-31,1600000US0477000,0.3159429682436876
"Tucson Estates CDP, Arizona",place,Median Household Income,B19013_001E,44556.0,,2014,2014-12-31,1600000US0477035,-6.6714145074464275
"Tumacacori-Carmen CDP, Arizona",place,Median Household Income,B19013_001E,23188.0,,2014,2014-12-31,1600000US0477367,0.8173913043478365
"Turkey Creek CDP, Arizona",place,Median Household Income,B19013_001E,46167.0,,2014,2014-12-31,1600000US0477415,23.112
"Tusayan town, Arizona",place,Median Household Income,B19013_001E,30536.0,,2014,2014-12-31,1600000US0477490,16.790331217012167
"Upper Santan Village CDP, Arizona",place,Median Household Income,B19013_001E,9145.0,,2014,2014-12-31,1600000US0478300,-69.88110529262589
"Utting CDP, Arizona",place,Median Household Income,B19013_001E,50859.0,,2014,2014-12-31,1600000US0478400,0.34923641529536203
"Vail CDP, Arizona",place,Median Household Income,B19013_001E,82935.0,,2014,2014-12-31,1600000US0478540,3.102972438742402
